A;008;20020201 11:59;CDIXON;
C;008;203810;23;20020201 11:59;128//259255;
D;008;203810;23;20020201 11:59;P;;;;;;
D;008;203810;23;20020201 11:59;P;;;;;;
D;008;203810;23;20020201 11:59;V;;;;;;
B;008;203881;24;20020201 11:59;;;18;ARNOLD ST;CARRINGTON;2294;164.4;M;20011217;20011221;60000;A;R;RESIDENCE;;DC;AC;;8247471;
C;008;203881;24;20020201 11:59;2//909192;
D;008;203881;24;20020201 11:59;P;;;;;;
D;008;203881;24;20020201 11:59;V;;;;;;
B;008;203943;25;20020201 11:59;;;40;ARTHUR ST;MAYFIELD;2304;404.7;M;20011211;20020123;172000;A;R;RESIDENCE;;JD;;;8307031;
C;008;203943;25;20020201 11:59;1//783173;
D;008;203943;25;20020201 11:59;P;;;;;;
D;008;203943;25;20020201 11:59;P;;;;;;
D;008;203943;25;20020201 11:59;V;;;;;;
B;008;203970;26;20020201 11:59;;;17;ARTHUR ST;NORTH LAMBTON;2299;505.9;M;20011018;20011210;118500;A;R;RESIDENCE;;JJ;AC;;8250596;
C;008;203970;26;20020201 11:59;1//237879;
D;008;203970;26;20020201 11:59;P;;;;;;
D;008;203970;26;20020201 11:59;P;;;;;;
D;008;203970;26;20020201 11:59;V;;;;;;
B;008;203994;27;20020201 11:59;;;13;ARUNGA DR;BERESFIELD;2322;2509;M;20010601;20010828;110000;I;V;VACANT LAND;;GN;IV;;8254807;
C;008;203994;27;20020201 11:59;226//876364;
D;008;203994;27;20020201 11:59;P;;;;;;
D;008;203994;27;20020201 11:59;V;;;;;;
B;008;204309;28;20020201 11:59;;;23;AVON ST;MAYFIELD;2304;518.5;M;20011101;20011218;154950;A;R;RESIDENCE;;JD;AC;;8260403;
C;008;204309;28;20020201 11:59;49/B/16844;
D;008;204309;28;20020201 11:59;P;;;;;;
D;008;204309;28;20020201 11:59;V;;;;;;
B;008;204325;29;20020201 11:59;;;8;AVON ST;MAYFIELD;2304;;;20011119;20011219;205000;A;R;RESIDENCE;;JD;AC;;8252532;
C;008;204325;29;20020201 11:59;11//37376;
D;008;204325;29;20020201 11:59;P;;;;;;
D;008;204325;29;20020201 11:59;P;;;;;;
D;008;204325;29;20020201 11:59;V;;;;;;
B;008;204966;30;20020201 11:59;;;27;BARELLAN ST;LAMBTON;2299;588.8;M;20011204;20011221;140000;A;V;VACANT LAND;;FK;AV;;8262011;
C;008;204966;30;20020201 11:59;303//872339;
D;008;204966;30;20020201 11:59;P;;;;;;
D;008;204966;30;20020201 11:59;P;;;;;;
D;008;204966;30;20020201 11:59;V;;;;;;
D;008;204966;30;20020201 11:59;V;;;;;;
B;008;205033;31;20020201 11:59;;;7;BARR ST;MEREWETHER;2291;;;20010922;20011220;395000;A;R;RESIDENCE;;HL;;;8291027;
C;008;205033;31;20020201 11:59;D//159939;
D;008;205033;31;20020201 11:59;P;;;;;;
D;008;205033;31;20020201 11:59;P;;;;;;
D;008;205033;31;20020201 11:59;V;;;;;;
B;008;205039;32;20020201 11:59;;;3;BARRABOOL CL;WALLSEND;2287;847.2;M;20011126;20011214;320000;A;R;RESIDENCE;;AS;;;8292070;
C;008;205039;32;20020201 11:59;4019//837912;
D;008;205039;32;20020201 11:59;P;;;;;;
D;008;205039;32;20020201 11:59;V;;;;;;
D;008;205039;32;20020201 11:59;V;;;;;;
B;008;205064;33;20020201 11:59;;;32;BARRINGTON CRES;MARYLAND;2287;832.5;M;20011130;20011220;236000;A;R;RESIDENCE;;AA;AC;;8244587;
C;008;205064;33;20020201 11:59;263//262542;
D;008;205064;33;20020201 11:59;P;;;;;;
D;008;205064;33;20020201 11:59;P;;;;;;
D;008;205064;33;20020201 11:59;V;;;;;;
B;008;205152;34;20020201 11:59;;;111;BARTON ST;MAYFIELD;2304;379.4;M;20011214;20020118;140000;A;R;RESIDENCE;;JD;;;8307878;
C;008;205152;34;20020201 11:59;4//340971;
D;008;205152;34;20020201 11:59;P;;;;;;
D;008;205152;34;20020201 11:59;V;;;;;;
B;008;205231;35;20020201 11:59;;;2;BASIL ST;MAYFIELD WEST;2304;;;20011123;20011218;130500;A;R;RESIDENCE;;JF;AC;;8248251;
C;008;205231;35;20020201 11:59;14//450040;
D;008;205231;35;20020201 11:59;P;;;;;;
D;008;205231;35;20020201 11:59;V;;;;;;
B;008;205326;36;20020201 11:59;;;9;BEAUFORD AVE;MARYLAND;2287;607.9;M;20011102;20011218;185000;A;R;RESIDENCE;;AB;AC;;8255235;
C;008;205326;36;20020201 11:59;32//251420;
D;008;205326;36;20020201 11:59;P;;;;;;
D;008;205326;36;20020201 11:59;V;;;;;;
B;008;205722;37;20020201 11:59;;;7;BELL ST;MINMI;2287;415.5;M;20011022;20011126;185000;A;R;RESIDENCE;;DM;AC;;8240718;
C;008;205722;37;20020201 11:59;1242//1002486;
D;008;205722;37;20020201 11:59;P;;;;;;
D;008;205722;37;20020201 11:59;P;;;;;;
D;008;205722;37;20020201 11:59;V;;;;;;
D;008;205722;37;20020201 11:59;V;;;;;;
B;008;206139;38;20020201 11:59;;;23;BERNER ST;MEREWETHER;2291;373.1;M;20011005;20011123;527500;A;R;RESIDENCE;;HL;AC;;8253189;
C;008;206139;38;20020201 11:59;1//212821;
D;008;206139;38;20020201 11:59;P;;;;;;
D;008;206139;38;20020201 11:59;P;;;;;;
D;008;206139;38;20020201 11:59;P;;;;;;
D;008;206139;38;20020201 11:59;P;;;;;;
D;008;206139;38;20020201 11:59;P;;;;;;
D;008;206139;38;20020201 11:59;P;;;;;;
D;008;206139;38;20020201 11:59;P;;;;;;
D;008;206139;38;20020201 11:59;V;;;;;;
B;008;206163;39;20020201 11:59;;3;69;BERNER ST;MEREWETHER;2291;;;20011026;20011212;249950;;R;RESIDENCE;3;;XA;;8240703;
C;008;206163;39;20020201 11:59;3//SP 19879;
D;008;206163;39;20020201 11:59;P;;;;;;
D;008;206163;39;20020201 11:59;V;;;;;;
B;008;206218;40;20020201 11:59;;3;26;BERNER ST;MEREWETHER;2291;;;20011128;20020102;244800;;R;RESIDENCE;3;;XA;;8261922;
C;008;206218;40;20020201 11:59;3//34475;
D;008;206218;40;20020201 11:59;P;;;;;;
D;008;206218;40;20020201 11:59;P;;;;;;
D;008;206218;40;20020201 11:59;V;;;;;;
B;008;206322;41;20020201 11:59;;;79;BERRICO AVE;MARYLAND;2287;924.3;M;20011112;20011217;37500;A;V;VACANT LAND;;AA;AV;;8223777;
C;008;206322;41;20020201 11:59;708//881252;
D;008;206322;41;20020201 11:59;P;;;;;;
D;008;206322;41;20020201 11:59;P;;;;;;
D;008;206322;41;20020201 11:59;P;;;;;;
D;008;206322;41;20020201 11:59;V;;;;;;
B;008;206323;42;20020201 11:59;;;81;BERRICO AVE;MARYLAND;2287;878.3;M;20011213;20020116;39750;A;V;VACANT LAND;;AA;;;8298245;
C;008;206323;42;20020201 11:59;707//881252;
D;008;206323;42;20020201 11:59;P;;;;;;
D;008;206323;42;20020201 11:59;P;;;;;;
D;008;206323;42;20020201 11:59;V;;;;;;
B;008;206335;43;20020201 11:59;;;80;BERRICO AVE;MARYLAND;2287;602.4;M;20011205;20011219;45000;A;V;VACANT LAND;;AA;AV;;8260989;
C;008;206335;43;20020201 11:59;724//881252;
D;008;206335;43;20020201 11:59;P;;;;;;
D;008;206335;43;20020201 11:59;P;;;;;;
D;008;206335;43;20020201 11:59;V;;;;;;
B;008;206413;44;20020201 11:59;;;41;BERSHIRE AVE;MEREWETHER HEIGHTS;2291;569.1;M;20011113;20011219;380000;A;R;RESIDENCE;;HM;AC;;8241647;
C;008;206413;44;20020201 11:59;74//208911;
D;008;206413;44;20020201 11:59;P;;;;;;
D;008;206413;44;20020201 11:59;P;;;;;;
D;008;206413;44;20020201 11:59;V;;;;;;
B;008;206430;45;20020201 11:59;;;7;BERSHIRE AVE;MEREWETHER HEIGHTS;2291;569.1;M;20011025;20011206;225000;A;3;;;HM;AC;;8250678;
C;008;206430;45;20020201 11:59;91//208911;
D;008;206430;45;20020201 11:59;P;;;;;;
D;008;206430;45;20020201 11:59;V;;;;;;
B;008;206544;46;20020201 11:59;;;25;BIBBY ST;HAMILTON;2303;202.3;M;20010926;20011105;157500;A;R;RESIDENCE;;FR;AC;;8252695;
C;008;206544;46;20020201 11:59;248//708835;
D;008;206544;46;20020201 11:59;P;;;;;;
D;008;206544;46;20020201 11:59;V;;;;;;
D;008;206544;46;20020201 11:59;V;;;;;;
B;008;206549;47;20020201 11:59;;;15;BIBBY ST;HAMILTON;2303;202.3;M;20011203;20011221;187000;A;R;RESIDENCE;;FR;;;8290170;
C;008;206549;47;20020201 11:59;243//709911;
D;008;206549;47;20020201 11:59;P;;;;;;
D;008;206549;47;20020201 11:59;P;;;;;;
D;008;206549;47;20020201 11:59;V;;;;;;
B;008;206880;48;20020201 11:59;;;3;BIRRELL ST;SHORTLAND;2307;;;20011129;20020117;126000;A;R;RESIDENCE;;JM;;;8291752;
C;008;206880;48;20020201 11:59;55//26927;
D;008;206880;48;20020201 11:59;P;;;;;;
D;008;206880;48;20020201 11:59;V;;;;;;
D;008;206880;48;20020201 11:59;V;;;;;;
B;008;207341;49;20020201 11:59;;;21;BOSCOWAN ST;WALLSEND;2287;;;20011018;20011030;59000;A;R;RESIDENCE;;AD;AC;;8138341;
C;008;207341;49;20020201 11:59;33/E/977871;
D;008;207341;49;20020201 11:59;P;;;;;;
D;008;207341;49;20020201 11:59;V;;;;;;
D;008;207341;49;20020201 11:59;V;;;;;;
B;008;207342;50;20020201 11:59;;;19;BOSCOWAN ST;WALLSEND;2287;;;20011018;20011030;59000;A;R;RESIDENCE;;AD;AC;;8138341;
C;008;207342;50;20020201 11:59;34/E/977871;
D;008;207342;50;20020201 11:59;P;;;;;;
D;008;207342;50;20020201 11:59;V;;;;;;
D;008;207342;50;20020201 11:59;V;;;;;;
B;008;207445;51;20020201 11:59;;;;BOUNDARY ST;WALLSEND;2287;625;M;20010716;20010907;142000;A;R;RESIDENCE;;AD;;;8297603;
C;008;207445;51;20020201 11:59;42//702874;
D;008;207445;51;20020201 11:59;P;;;;;;
D;008;207445;51;20020201 11:59;P;;;;;;
D;008;207445;51;20020201 11:59;V;;;;;;
B;008;207446;52;20020201 11:59;;;18;BOUNDARY ST;WALLSEND;2287;558;M;20011121;20011121;10000;A;R;RESIDENCE;;AD;AC;;8149830;
C;008;207446;52;20020201 11:59;44//702874;
D;008;207446;52;20020201 11:59;P;;;;;;
D;008;207446;52;20020201 11:59;V;;;;;;
D;008;207446;52;20020201 11:59;V;;;;;;
B;008;208231;53;20020201 11:59;;;147;BRIDGES RD;NEW LAMBTON;2305;524.8;M;20011206;20011220;115000;A;R;RESIDENCE;;FE;AC;;8250637;
C;008;208231;53;20020201 11:59;53//20217;
D;008;208231;53;20020201 11:59;P;;;;;;
D;008;208231;53;20020201 11:59;V;;;;;;
D;008;208231;53;20020201 11:59;V;;;;;;
B;008;208352;54;20020201 11:59;;;211;BROADMEADOW RD;BROADMEADOW;2292;;;20011130;20020116;134000;A;R;RESIDENCE;;FR;;;8311810;
C;008;208352;54;20020201 11:59;B//346150;
D;008;208352;54;20020201 11:59;P;;;;;;
D;008;208352;54;20020201 11:59;P;;;;;;
D;008;208352;54;20020201 11:59;V;;;;;;
B;008;208363;55;20020201 11:59;;;187;BROADMEADOW RD;BROADMEADOW;2292;430;M;20010502;20011126;92000;A;R;RESIDENCE;;FP;AC;;8238937;
C;008;208363;55;20020201 11:59;B//106429;
D;008;208363;55;20020201 11:59;P;;;;;;
D;008;208363;55;20020201 11:59;V;;;;;;
D;008;208363;55;20020201 11:59;V;;;;;;
B;008;208523;56;20020201 11:59;;19;90;BROOKS ST;BAR BEACH;2300;;;20011108;20011213;219500;;R;RESIDENCE;19;;;;8288948;
C;008;208523;56;20020201 11:59;19//42555;
D;008;208523;56;20020201 11:59;P;;;;;;
D;008;208523;56;20020201 11:59;V;;;;;;
B;008;208571;57;20020201 11:59;;2;;BROOKS ST;COOKS HILL;2300;;;20011020;20011214;151500;;R;RESIDENCE;2;;;;8289643;
C;008;208571;57;20020201 11:59;2//SP 52934;
D;008;208571;57;20020201 11:59;P;;;;;;
D;008;208571;57;20020201 11:59;V;;;;;;
B;008;208854;58;20020201 11:59;;;57;BRUCE ST;COOKS HILL;2300;;;20010621;20010726;350000;A;R;RESIDENCE;;KA;;;8306157;
C;008;208854;58;20020201 11:59;592//600457;
D;008;208854;58;20020201 11:59;P;;;;;;
D;008;208854;58;20020201 11:59;V;;;;;;
D;008;208854;58;20020201 11:59;V;;;;;;
B;008;209073;59;20020201 11:59;;;;BRUNKER RD;ADAMSTOWN;2289;1285;M;20011011;20011122;1200000;B;3;COMM.BLDG;;BU;;;8269177;
C;008;209073;59;20020201 11:59;A//325821 B//383291 1911//755247;
D;008;209073;59;20020201 11:59;P;;;;;;
D;008;209073;59;20020201 12:00;V;;;;;;
B;008;209326;60;20020201 12:00;;;392;BRUNKER RD;ADAMSTOWN HEIGHTS;2289;638.6;M;20010903;20011009;296500;A;3;FLATS;;HA;AM;;8035197;
C;008;209326;60;20020201 12:00;90//192712;
D;008;209326;60;20020201 12:00;P;;;;;;
D;008;209326;60;20020201 12:00;P;;;;;;
D;008;209326;60;20020201 12:00;V;;;;;;
B;008;209332;61;20020201 12:00;;;404;BRUNKER RD;ADAMSTOWN HEIGHTS;2289;;;20011107;20011212;250000;A;R;RESIDENCE;;HA;AC;;8236213;
C;008;209332;61;20020201 12:00;46//27105 1//997135;
D;008;209332;61;20020201 12:00;P;;;;;;
D;008;209332;61;20020201 12:00;P;;;;;;
D;008;209332;61;20020201 12:00;V;;;;;;
D;008;209332;61;20020201 12:00;V;;;;;;
B;008;209440;62;20020201 12:00;;;5;BRYANT ST;TIGHES HILL;2297;;;20011219;20020121;220000;A;R;RESIDENCE;;DD;;;8308192;
C;008;209440;62;20020201 12:00;12/G/230;
D;008;209440;62;20020201 12:00;P;;;;;;
D;008;209440;62;20020201 12:00;P;;;;;;
D;008;209440;62;20020201 12:00;V;;;;;;
D;008;209440;62;20020201 12:00;V;;;;;;
B;008;209596;63;20020201 12:00;;3;19;BUCHANAN ST;MEREWETHER;2291;;;20011022;20011123;242500;;R;RESIDENCE;3;;XA;;8221578;
C;008;209596;63;20020201 12:00;3//SP 54920;
D;008;209596;63;20020201 12:00;P;;;;;;
D;008;209596;63;20020201 12:00;V;;;;;;
B;008;209731;64;20020201 12:00;;16;47;BULL ST;COOKS HILL;2300;;;20011120;20011218;240000;;R;RESIDENCE;16;;;;8303860;
C;008;209731;64;20020201 12:00;16//18928;
D;008;209731;64;20020201 12:00;P;;;;;;
D;008;209731;64;20020201 12:00;P;;;;;;
D;008;209731;64;20020201 12:00;V;;;;;;
D;008;209731;64;20020201 12:00;V;;;;;;
B;008;209773;65;20020201 12:00;;;95;BULL ST;COOKS HILL;2300;145.4;M;20011011;20011123;2050000;A;3;HOTEL;;KA;BH;;8202092;
C;008;209773;65;20020201 12:00;1//88881;
D;008;209773;65;20020201 12:00;P;;;;;;
D;008;209773;65;20020201 12:00;V;;;;;;
B;008;210127;66;20020201 12:00;;;18;CAHILL CL;MINMI;2287;1.004;H;20011116;20011221;435000;R;R;RESIDENCE;;RA;;;8303857;
C;008;210127;66;20020201 12:00;8//819426;
D;008;210127;66;20020201 12:00;P;;;;;;
D;008;210127;66;20020201 12:00;P;;;;;;
D;008;210127;66;20020201 12:00;V;;;;;;
D;008;210127;66;20020201 12:00;V;;;;;;
B;008;210202;67;20020201 12:00;;;8;CALEDON CL;WALLSEND;2287;2111;M;20011123;20020109;89950;A;V;VACANT LAND;;AS;;;8270503;
C;008;210202;67;20020201 12:00;5304//844670;
D;008;210202;67;20020201 12:00;P;;;;;;
D;008;210202;67;20020201 12:00;V;;;;;;
D;008;210202;67;20020201 12:00;V;;;;;;
B;008;210362;68;20020201 12:00;;;85;CAMBRIDGE DR;RANKIN PARK;2287;878.9;M;20011114;20020109;247500;A;R;RESIDENCE;;AK;;;8294275;
C;008;210362;68;20020201 12:00;68//211288;
D;008;210362;68;20020201 12:00;P;;;;;;
D;008;210362;68;20020201 12:00;P;;;;;;
D;008;210362;68;20020201 12:00;V;;;;;;
D;008;210362;68;20020201 12:00;V;;;;;;
B;008;210389;69;20020201 12:00;;;23;CAMBRIDGE DR;RANKIN PARK;2287;676.6;M;20011115;20011221;230000;A;R;RESIDENCE;;AK;AC;;8242727;
C;008;210389;69;20020201 12:00;244//219128;
D;008;210389;69;20020201 12:00;P;;;;;;
D;008;210389;69;20020201 12:00;P;;;;;;
D;008;210389;69;20020201 12:00;V;;;;;;
B;008;210681;70;20020201 12:00;;;2;CARBORA CL;MARYLAND;2287;634.8;M;20011219;20020121;178000;A;R;RESIDENCE;;AA;;;8302163;
C;008;210681;70;20020201 12:00;1052//701133;
D;008;210681;70;20020201 12:00;P;;;;;;
D;008;210681;70;20020201 12:00;P;;;;;;
D;008;210681;70;20020201 12:00;V;;;;;;
D;008;210681;70;20020201 12:00;V;;;;;;
B;008;210815;71;20020201 12:00;;;82;CARDIFF RD;ELERMORE VALE;2287;575.4;M;20011120;20011214;150000;A;R;RESIDENCE;;AM;;;8314119;
C;008;210815;71;20020201 12:00;3//237609;
D;008;210815;71;20020201 12:00;P;;;;;;
D;008;210815;71;20020201 12:00;P;;;;;;
D;008;210815;71;20020201 12:00;V;;;;;;
B;008;211128;72;20020201 12:00;;;43;CARRINGTON PDE;NEW LAMBTON;2305;778;M;20011211;20020115;458000;A;R;RESIDENCE;;FH;;;8286990;
C;008;211128;72;20020201 12:00;23//566621;
D;008;211128;72;20020201 12:00;P;;;;;;
D;008;211128;72;20020201 12:00;P;;;;;;
D;008;211128;72;20020201 12:00;V;;;;;;
D;008;211128;72;20020201 12:00;V;;;;;;
B;008;211165;73;20020201 12:00;;;48;CARRINGTON PDE;NEW LAMBTON;2305;1378;M;20010919;20011114;461000;A;R;RESIDENCE;;FH;AC;;8240648;
C;008;211165;73;20020201 12:00;9/R/1949;
D;008;211165;73;20020201 12:00;P;;;;;;
D;008;211165;73;20020201 12:00;V;;;;;;
B;008;211209;74;20020201 12:00;;;48;CARRINGTON ST;MAYFIELD;2304;619.7;M;20011121;20011221;182000;A;R;RESIDENCE;;JD;AC;;8247048;
C;008;211209;74;20020201 12:00;B//311529;
D;008;211209;74;20020201 12:00;P;;;;;;
D;008;211209;74;20020201 12:00;P;;;;;;
D;008;211209;74;20020201 12:00;V;;;;;;
D;008;211209;74;20020201 12:00;V;;;;;;
B;008;211358;75;20020201 12:00;;;62 A;CASUARINA CCT;WARABROOK;2304;367.9;M;20011102;20011214;162500;A;R;RESIDENCE;;JW;;;8311503;
C;008;211358;75;20020201 12:00;694//736576;
D;008;211358;75;20020201 12:00;P;;;;;;
D;008;211358;75;20020201 12:00;V;;;;;;
D;008;211358;75;20020201 12:00;V;;;;;;
B;008;211489;76;20020201 12:00;;;20;CENTRAL AVE;TARRO;2322;809.3;M;20011219;20011219;60804;A;R;RESIDENCE;;DB;ACI;;8250553;
C;008;211489;76;20020201 12:00;10/E/13126;
D;008;211489;76;20020201 12:00;P;;;;;;
D;008;211489;76;20020201 12:00;V;;;;;;
B;008;211512;77;20020201 12:00;;;6;CERES CL;ELERMORE VALE;2287;650.6;M;20011127;20011220;353000;A;R;RESIDENCE;;AJ;AC;;8241760;
C;008;211512;77;20020201 12:00;27//713019;
D;008;211512;77;20020201 12:00;P;;;;;;
D;008;211512;77;20020201 12:00;P;;;;;;
D;008;211512;77;20020201 12:00;V;;;;;;
B;008;211679;78;20020201 12:00;;;22 A;CHARLOTTE ST;MEREWETHER;2291;607;M;20011105;20011212;730000;A;R;RESIDENCE;;HL;AC;;8272238;
C;008;211679;78;20020201 12:00;2//835893;
